item_id,target_id,ground_truth,reviewer_name,reviewer_role,classification,confidence,time_spent_seconds,gpt_classification,gpt_confidence,gpt_reasoning,gpt_uncertainty
ITEM-025,KIC8108785,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.1,114,Eclipsing_Binary,3.8,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 123.",Moderate uncertainty.
ITEM-025,KIC8108785,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,2.3,60,Eclipsing_Binary,3.8,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 124.",Moderate uncertainty.
ITEM-025,KIC8108785,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,1.9,55,Eclipsing_Binary,3.8,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 125.",Moderate uncertainty.
ITEM-026,KIC1572353,Eclipsing_Binary,Professor A,Astronomy Professor,Unknown,4.4,39,Eclipsing_Binary,3.3,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 126.,Moderate uncertainty.
ITEM-026,KIC1572353,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.5,103,Eclipsing_Binary,3.3,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 127.",Moderate uncertainty.
ITEM-026,KIC1572353,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,3.8,93,Eclipsing_Binary,3.3,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 128.,Moderate uncertainty.
ITEM-026,KIC1572353,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,1.6,118,Eclipsing_Binary,3.3,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 129.,Moderate uncertainty.
ITEM-026,KIC1572353,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,4.0,43,Eclipsing_Binary,3.3,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 130.,Moderate uncertainty.
ITEM-027,KIC10288502,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,3.8,89,Eclipsing_Binary,3.6,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 131.",Moderate uncertainty.
ITEM-027,KIC10288502,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,2.0,45,Eclipsing_Binary,3.6,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 132.",Moderate uncertainty.
ITEM-027,KIC10288502,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.2,115,Eclipsing_Binary,3.6,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 133.",Moderate uncertainty.
ITEM-027,KIC10288502,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.2,70,Eclipsing_Binary,3.6,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 134.",Moderate uncertainty.
ITEM-027,KIC10288502,Eclipsing_Binary,Industry Professional,Research Professional,Multi_Star,3.5,94,Eclipsing_Binary,3.6,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 135.",Moderate uncertainty.
ITEM-028,KIC10453521,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,1.6,90,Eclipsing_Binary,4.8,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 136.,Low uncertainty.
ITEM-028,KIC10453521,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.0,111,Eclipsing_Binary,4.8,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 137.",Low uncertainty.
ITEM-028,KIC10453521,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.1,92,Eclipsing_Binary,4.8,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 138.,Low uncertainty.
ITEM-028,KIC10453521,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,2.1,39,Eclipsing_Binary,4.8,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 139.,Low uncertainty.
ITEM-028,KIC10453521,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,1.9,72,Eclipsing_Binary,4.8,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 140.,Low uncertainty.
ITEM-029,KIC9238207,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,1.9,118,Eclipsing_Binary,4.2,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 141.",Low uncertainty.
ITEM-029,KIC9238207,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,1.9,83,Eclipsing_Binary,4.2,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 142.",Low uncertainty.
ITEM-029,KIC9238207,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,3.2,83,Eclipsing_Binary,4.2,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 143.",Low uncertainty.
ITEM-029,KIC9238207,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.3,79,Eclipsing_Binary,4.2,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 144.",Low uncertainty.
ITEM-029,KIC9238207,Eclipsing_Binary,Industry Professional,Research Professional,Unknown,4.8,32,Eclipsing_Binary,4.2,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 145.",Low uncertainty.
ITEM-030,KIC5166136,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.4,79,Unknown,3.9,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 146.,Moderate uncertainty.
ITEM-030,KIC5166136,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.8,83,Unknown,3.9,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 147.",Moderate uncertainty.
ITEM-030,KIC5166136,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,3.9,107,Unknown,3.9,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 148.,Moderate uncertainty.
ITEM-030,KIC5166136,Eclipsing_Binary,Graduate Student B,Graduate Student,Multi_Star,1.9,85,Unknown,3.9,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 149.,Moderate uncertainty.
ITEM-030,KIC5166136,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,2.6,115,Unknown,3.9,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 150.,Moderate uncertainty.
ITEM-031,KIC8555795,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.9,46,Eclipsing_Binary,3.9,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 151.",Moderate uncertainty.
ITEM-031,KIC8555795,Eclipsing_Binary,Professor B,Astronomy Professor,Unknown,1.1,80,Eclipsing_Binary,3.9,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 152.",Moderate uncertainty.
ITEM-031,KIC8555795,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,3.7,40,Eclipsing_Binary,3.9,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 153.",Moderate uncertainty.
ITEM-031,KIC8555795,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,1.5,89,Eclipsing_Binary,3.9,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 154.",Moderate uncertainty.
ITEM-031,KIC8555795,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,2.0,71,Eclipsing_Binary,3.9,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 155.",Moderate uncertainty.
ITEM-032,KIC6144827,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.5,83,Eclipsing_Binary,3.8,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 156.,Moderate uncertainty.
ITEM-032,KIC6144827,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,1.3,32,Eclipsing_Binary,3.8,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 157.",Moderate uncertainty.
ITEM-032,KIC6144827,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,1.2,74,Eclipsing_Binary,3.8,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 158.,Moderate uncertainty.
ITEM-032,KIC6144827,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,1.3,113,Eclipsing_Binary,3.8,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 159.,Moderate uncertainty.
ITEM-032,KIC6144827,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,1.1,61,Eclipsing_Binary,3.8,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 160.,Moderate uncertainty.
ITEM-033,KIC10030943,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,1.5,115,Eclipsing_Binary,3.2,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 161.",Moderate uncertainty.
ITEM-033,KIC10030943,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.8,89,Eclipsing_Binary,3.2,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 162.",Moderate uncertainty.
ITEM-033,KIC10030943,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.1,51,Eclipsing_Binary,3.2,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 163.",Moderate uncertainty.
ITEM-033,KIC10030943,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.9,44,Eclipsing_Binary,3.2,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 164.",Moderate uncertainty.
ITEM-033,KIC10030943,Eclipsing_Binary,Industry Professional,Research Professional,False_Positive,4.9,43,Eclipsing_Binary,3.2,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 165.",Moderate uncertainty.
ITEM-034,KIC10965091,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,4.6,78,Eclipsing_Binary,4.9,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 166.,Low uncertainty.
ITEM-034,KIC10965091,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,3.9,39,Eclipsing_Binary,4.9,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 167.",Low uncertainty.
ITEM-034,KIC10965091,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.3,61,Eclipsing_Binary,4.9,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 168.,Low uncertainty.
ITEM-034,KIC10965091,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.1,117,Eclipsing_Binary,4.9,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 169.,Low uncertainty.
ITEM-034,KIC10965091,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,1.5,102,Eclipsing_Binary,4.9,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 170.,Low uncertainty.
ITEM-035,KIC2715417,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.5,94,Eclipsing_Binary,3.8,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 171.",Moderate uncertainty.
ITEM-035,KIC2715417,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,1.1,83,Eclipsing_Binary,3.8,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 172.",Moderate uncertainty.
ITEM-035,KIC2715417,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.7,76,Eclipsing_Binary,3.8,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 173.",Moderate uncertainty.
ITEM-035,KIC2715417,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.3,120,Eclipsing_Binary,3.8,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 174.",Moderate uncertainty.
ITEM-035,KIC2715417,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,1.7,96,Eclipsing_Binary,3.8,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 175.",Moderate uncertainty.
ITEM-036,KIC11413213,Eclipsing_Binary,Professor A,Astronomy Professor,Multi_Star,2.9,105,Triple_System,4.3,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 176.,Low uncertainty.
ITEM-036,KIC11413213,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.4,41,Triple_System,4.3,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 177.",Low uncertainty.
ITEM-036,KIC11413213,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.8,89,Triple_System,4.3,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 178.,Low uncertainty.
ITEM-036,KIC11413213,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.7,73,Triple_System,4.3,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 179.,Low uncertainty.
ITEM-036,KIC11413213,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,4.4,53,Triple_System,4.3,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 180.,Low uncertainty.
ITEM-037,KIC9077796,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.1,106,Eclipsing_Binary,3.8,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 181.",Moderate uncertainty.
ITEM-037,KIC9077796,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,2.1,31,Eclipsing_Binary,3.8,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 182.",Moderate uncertainty.
ITEM-037,KIC9077796,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,1.8,60,Eclipsing_Binary,3.8,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 183.",Moderate uncertainty.
ITEM-037,KIC9077796,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.0,60,Eclipsing_Binary,3.8,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 184.",Moderate uncertainty.
ITEM-037,KIC9077796,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,3.6,92,Eclipsing_Binary,3.8,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 185.",Moderate uncertainty.
ITEM-038,KIC6050116,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.6,61,Eclipsing_Binary,3.2,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 186.,Moderate uncertainty.
ITEM-038,KIC6050116,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,3.3,90,Eclipsing_Binary,3.2,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 187.",Moderate uncertainty.
ITEM-038,KIC6050116,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.4,100,Eclipsing_Binary,3.2,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 188.,Moderate uncertainty.
ITEM-038,KIC6050116,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.8,64,Eclipsing_Binary,3.2,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 189.,Moderate uncertainty.
ITEM-038,KIC6050116,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,1.9,54,Eclipsing_Binary,3.2,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 190.,Moderate uncertainty.
ITEM-039,KIC12458797,Eclipsing_Binary,Professor A,Astronomy Professor,False_Positive,1.8,91,Eclipsing_Binary,4.5,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 191.",Low uncertainty.
ITEM-039,KIC12458797,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,3.4,97,Eclipsing_Binary,4.5,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 192.",Low uncertainty.
ITEM-039,KIC12458797,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.9,54,Eclipsing_Binary,4.5,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 193.",Low uncertainty.
ITEM-039,KIC12458797,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,2.4,68,Eclipsing_Binary,4.5,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 194.",Low uncertainty.
ITEM-039,KIC12458797,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,3.1,65,Eclipsing_Binary,4.5,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 195.",Low uncertainty.
ITEM-040,KIC6350020,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,4.8,111,Eclipsing_Binary,3.3,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 196.,Moderate uncertainty.
ITEM-040,KIC6350020,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,3.0,31,Eclipsing_Binary,3.3,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 197.",Moderate uncertainty.
ITEM-040,KIC6350020,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.9,86,Eclipsing_Binary,3.3,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 198.,Moderate uncertainty.
ITEM-040,KIC6350020,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.9,62,Eclipsing_Binary,3.3,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 199.,Moderate uncertainty.
ITEM-040,KIC6350020,Eclipsing_Binary,Industry Professional,Research Professional,Multi_Star,1.5,38,Eclipsing_Binary,3.3,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 200.,Moderate uncertainty.
ITEM-041,KIC7198474,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,1.2,49,Eclipsing_Binary,3.3,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 201.",Moderate uncertainty.
ITEM-041,KIC7198474,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.8,40,Eclipsing_Binary,3.3,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 202.",Moderate uncertainty.
ITEM-041,KIC7198474,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,3.2,83,Eclipsing_Binary,3.3,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 203.",Moderate uncertainty.
ITEM-041,KIC7198474,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,4.2,58,Eclipsing_Binary,3.3,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 204.",Moderate uncertainty.
ITEM-041,KIC7198474,Eclipsing_Binary,Industry Professional,Research Professional,Multi_Star,2.8,86,Eclipsing_Binary,3.3,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 205.",Moderate uncertainty.
ITEM-042,KIC7546791,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,3.3,37,Eclipsing_Binary,4.3,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 206.,Low uncertainty.
ITEM-042,KIC7546791,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.0,56,Eclipsing_Binary,4.3,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 207.",Low uncertainty.
ITEM-042,KIC7546791,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.1,40,Eclipsing_Binary,4.3,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 208.,Low uncertainty.
ITEM-042,KIC7546791,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,1.7,39,Eclipsing_Binary,4.3,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 209.,Low uncertainty.
ITEM-042,KIC7546791,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,2.6,118,Eclipsing_Binary,4.3,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 210.,Low uncertainty.
ITEM-043,KIC7871200,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,3.8,119,Eclipsing_Binary,3.7,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 211.",Moderate uncertainty.
ITEM-043,KIC7871200,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,1.3,59,Eclipsing_Binary,3.7,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 212.",Moderate uncertainty.
ITEM-043,KIC7871200,Eclipsing_Binary,Graduate Student A,Graduate Student,Unknown,3.6,55,Eclipsing_Binary,3.7,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 213.",Moderate uncertainty.
ITEM-043,KIC7871200,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.2,112,Eclipsing_Binary,3.7,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 214.",Moderate uncertainty.
ITEM-043,KIC7871200,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,2.1,48,Eclipsing_Binary,3.7,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 215.",Moderate uncertainty.
ITEM-044,KIC7959612,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,4.0,102,Eclipsing_Binary,3.5,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 216.,Moderate uncertainty.
ITEM-044,KIC7959612,Eclipsing_Binary,Professor B,Astronomy Professor,Multi_Star,1.5,118,Eclipsing_Binary,3.5,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 217.",Moderate uncertainty.
ITEM-044,KIC7959612,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,2.6,64,Eclipsing_Binary,3.5,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 218.,Moderate uncertainty.
ITEM-044,KIC7959612,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.0,40,Eclipsing_Binary,3.5,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 219.,Moderate uncertainty.
ITEM-044,KIC7959612,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,4.6,71,Eclipsing_Binary,3.5,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 220.,Moderate uncertainty.
ITEM-045,KIC3972629,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,3.7,103,Eclipsing_Binary,3.2,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 221.",Moderate uncertainty.
ITEM-045,KIC3972629,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,1.1,116,Eclipsing_Binary,3.2,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 222.",Moderate uncertainty.
ITEM-045,KIC3972629,Eclipsing_Binary,Graduate Student A,Graduate Student,Unknown,1.2,52,Eclipsing_Binary,3.2,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 223.",Moderate uncertainty.
ITEM-045,KIC3972629,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,3.6,65,Eclipsing_Binary,3.2,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 224.",Moderate uncertainty.
ITEM-045,KIC3972629,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,3.3,111,Eclipsing_Binary,3.2,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 225.",Moderate uncertainty.
ITEM-046,KIC9345163,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.6,71,Eclipsing_Binary,4.9,The conclusion was reached by weighing the strongest observed features while accounting for ambiguity in the underlying data. Review reference 226.,Low uncertainty.
ITEM-046,KIC9345163,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,4.4,72,Eclipsing_Binary,4.9,"Observed signatures provided moderate support for this label, although some characteristics could also support alternative interpretations. Review reference 227.",Low uncertainty.
ITEM-046,KIC9345163,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,3.0,114,Eclipsing_Binary,4.9,This result follows from examining the primary detection markers and determining which category offered the closest overall match. Review reference 228.,Low uncertainty.
ITEM-046,KIC9345163,Eclipsing_Binary,Graduate Student B,Graduate Student,Unknown,1.1,41,Eclipsing_Binary,4.9,The reasoning incorporates both the dominant signal features and the reliability of the supporting observations. Review reference 229.,Low uncertainty.
ITEM-046,KIC9345163,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,2.3,81,Eclipsing_Binary,4.9,The final label was selected after reviewing the balance of evidence and comparing competing classification possibilities. Review reference 230.,Low uncertainty.
ITEM-047,KIC8816790,Eclipsing_Binary,Professor A,Astronomy Professor,Eclipsing_Binary,2.7,54,Eclipsing_Binary,4.4,"The decision was based on variability patterns, signal consistency, and how closely the observations matched known examples. Review reference 231.",Low uncertainty.
ITEM-047,KIC8816790,Eclipsing_Binary,Professor B,Astronomy Professor,Eclipsing_Binary,3.5,93,Eclipsing_Binary,4.4,"This assessment considered the shape of the light curve, data quality, and whether the detected features aligned with expected behavior. Review reference 232.",Low uncertainty.
ITEM-047,KIC8816790,Eclipsing_Binary,Graduate Student A,Graduate Student,Eclipsing_Binary,4.0,56,Eclipsing_Binary,4.4,"The classification reflects a comparison of observed characteristics against reference cases, with attention to possible noise sources. Review reference 233.",Low uncertainty.
ITEM-047,KIC8816790,Eclipsing_Binary,Graduate Student B,Graduate Student,Eclipsing_Binary,1.5,66,Eclipsing_Binary,4.4,"Several indicators were reviewed, including signal stability, feature prominence, and agreement with established classification criteria. Review reference 234.",Low uncertainty.
ITEM-047,KIC8816790,Eclipsing_Binary,Industry Professional,Research Professional,Eclipsing_Binary,3.8,45,Eclipsing_Binary,4.4,"The available evidence suggested this outcome after evaluating trend behavior, measurement confidence, and pattern similarity. Review reference 235.",Low uncertainty.
